TIM-30261647,-93,11,a4:91:b1:cd:c1:8f,WPA2,2019-9-20T16:47:59.0Z,41.070011,16.985003,60.20,20.21,6.35,9
ABB-8c-45-00-f7-a5-cf,-92,1,8c:45:00:f7:a5:cf,WPA2,2019-9-20T16:48:15.0Z,41.070175,16.985151,60.20,20.21,2.30,9
Infostrada-9BBE0C,-93,1,18:0f:76:9b:be:12,WPA2,2019-9-20T16:48:15.0Z,41.070175,16.985151,60.20,20.21,2.30,9
Vodafone-34760857_EXT,-94,3,64:d1:a3:1b:07:97,WPA2,2019-9-20T16:48:15.0Z,41.070175,16.985151,60.20,20.21,2.30,9
ABB-8c-45-00-f7-a5-cf,-86,1,8c:45:00:f7:a5:cf,WPA2,2019-9-20T16:48:15.0Z,41.070175,16.985151,60.10,20.21,2.30,9
Roberto,-90,6,10:13:31:6c:6d:c9,WPA2,2019-9-20T16:48:31.0Z,41.070366,16.985292,60.10,32.45,4.87,9
TIM-23589179,-95,6,10:13:31:67:f1:3b,WPA2,2019-9-20T16:48:31.0Z,41.070366,16.985292,60.10,32.45,4.87,9
TIM-23589179,-91,6,10:13:31:67:f1:3b,WPA2,2019-9-20T16:49:17.0Z,41.070877,16.985245,60.10,32.45,2.61,9
TIM-45600532,-94,6,d4:60:e3:db:4f:43,WPA2,2019-9-20T16:49:17.0Z,41.070877,16.985245,60.10,32.45,2.61,9
Home&Life SuperWiFi-A61D,-89,1,c8:54:4b:e6:a6:1d,WPA2,2019-9-20T16:49:17.0Z,41.070877,16.985245,65.90,32.45,2.61,8
TIM-86161713,-95,6,e0:b9:e5:22:b9:31,WPA2,2019-9-20T16:49:17.0Z,41.070877,16.985245,65.90,32.45,2.61,8
TIM-43310272,-96,11,ec:08:6b:78:0c:08,WPA2,2019-9-20T16:49:17.0Z,41.070877,16.985245,65.90,32.45,2.61,8
TIM-86161713,-91,6,e0:b9:e5:22:b9:31,WPA2,2019-9-20T16:49:49.0Z,41.071285,16.985258,65.90,5.34,6.06,8
TIM-43310272,-96,11,78:81:02:e5:28:9b,WPA2,2019-9-20T16:49:49.0Z,41.071285,16.985258,65.90,5.34,6.06,8
TIM-43310272,-96,11,ec:08:6b:78:0c:08,WPA2,2019-9-20T16:49:49.0Z,41.071285,16.985258,65.90,5.34,6.06,8
NETGEAR_EXT,-94,1,c6:3d:c7:9f:f7:b7,None,2019-9-20T16:49:49.0Z,41.071285,16.985258,63.80,5.34,6.06,9
casaturi_EXT,-94,1,78:d2:94:45:d1:fb,None,2019-9-20T16:50:5.0Z,41.071503,16.985312,63.80,5.34,3.72,9
VodafoneMobileWiFi-C50C72,-94,6,b8:bc:1b:4c:c5:0c,WPA2,2019-9-20T16:50:5.0Z,41.071503,16.985312,63.80,5.34,3.72,9
casaturi_EXT,-91,1,78:d2:94:45:d1:fb,None,2019-9-20T16:50:29.0Z,41.071716,16.985064,63.80,308.55,4.17,9
Vodafone-ZONNO,-96,11,90:35:6e:4b:7d:f8,WPA2,2019-9-20T16:50:53.0Z,41.071873,16.984695,63.80,293.36,5.87,9
Vodafone-ZONNO,-74,11,90:35:6e:4b:7d:f8,WPA2,2019-9-20T16:50:53.0Z,41.071873,16.984695,54.20,293.36,5.87,9
Vodafone-ZONNO,-94,11,90:35:6e:4b:7d:f8,WPA2,2019-9-20T16:51:8.0Z,41.071980,16.984497,54.20,305.52,3.87,9
TIM-23965441,-93,1,10:13:31:6d:af:01,WPA2,2019-9-20T16:52:7.0Z,41.072357,16.983608,54.20,299.57,5.78,9
FASTWEB-B61FC7,-95,11,a4:91:b1:b6:1f:c7,WPA2,2019-9-20T16:52:7.0Z,41.072357,16.983608,54.20,299.57,5.78,9
FASTWEB-B61FC7,-79,11,a4:91:b1:b6:1f:c7,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
WOW FI - FASTWEB,-80,11,a6:91:b1:b6:1f:ca,Unknown,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
Vodafone-A66071186,-82,6,e4:8f:34:8b:c2:a5,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
Vodafone-WiFi,-83,6,82:8f:34:8b:c2:a6,None,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
TP-LINK_7A5272,-91,6,18:d6:c7:7a:52:72,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
Vodafone-67870080,-92,10,bc:15:ac:1e:8f:19,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
Vodafone-WiFi,-92,10,bc:15:ac:1e:8f:1b,None,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
dlink-476D,-93,11,c4:12:f5:23:47:6d,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,54.20,190.67,4.89,9
TP-LINK_7A5272,-90,6,18:d6:c7:7a:52:72,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
TNCAP1CB8C3,-91,1,c4:ea:1d:1c:b8:c3,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
FASTWEB-E0945B,-91,6,a4:91:b1:e0:94:5b,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
WOW FI - FASTWEB,-92,1,c6:ea:1d:1c:b8:c4,Unknown,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
TIM-92099820,-92,6,3c:98:72:5b:c8:8b,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
Vodafone-WiFi,-93,10,bc:15:ac:1e:8f:1b,None,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
FASTWEB-B61FC7,-93,11,a4:91:b1:b6:1f:c7,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
WOW FI - FASTWEB,-93,11,a6:91:b1:b6:1f:ca,Unknown,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
WOW FI - FASTWEB,-94,6,a6:91:b1:e0:94:5e,Unknown,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
Vodafone-67870080,-95,10,bc:15:ac:1e:8f:19,WPA2,2019-9-20T16:53:0.0Z,41.071835,16.983200,60.40,190.67,4.89,9
TNCAP1CB8C3,-74,1,c4:ea:1d:1c:b8:c3,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,60.40,182.29,4.37,9
