WOW FI - FASTWEB,-74,1,c6:ea:1d:1c:b8:c4,Unknown,2019-9-20T16:53:52.0Z,41.071243,16.983084,60.40,182.29,4.37,9
TIM-92099820,-89,6,3c:98:72:5b:c8:8b,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,60.40,182.29,4.37,9
TIM-49495742,-93,6,78:81:02:23:4d:ab,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,60.40,182.29,4.37,9
TP-LINK_7A5272,-94,6,18:d6:c7:7a:52:72,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,60.40,182.29,4.37,9
TIM-62863885,-83,11,d4:60:e3:dd:9c:33,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,58.70,182.29,4.37,9
WOW FI - FASTWEB,-91,1,c6:ea:1d:1c:b8:c4,Unknown,2019-9-20T16:53:52.0Z,41.071243,16.983084,58.70,182.29,4.37,9
TIM-92099820,-92,6,3c:98:72:5b:c8:8b,WPA2,2019-9-20T16:53:52.0Z,41.071243,\16.983084,58.70,182.29,4.37,9
TNCAP1CB8C3,-93,1,c4:ea:1d:1c:b8:c3,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,58.70,182.29,4.37,9
TIM-49495742,-94,6,78:81:02:23:4d:ab,WPA2,2019-9-20T16:53:52.0Z,41.071243,16.983084,58.70,182.29,4.37,9
TIM-62863885,-55,11,d4:60:e3:dd:9c:33,WPA2,2019-9-20T16:54:8.0Z,41.071095,16.983042,58.70,182.29,2.54,9
TIM-49495742,-81,6,78:81:02:23:4d:ab,WPA2,2019-9-20T16:54:8.0Z,41.071095,16.983042,58.70,182.29,2.54,9
TNCAP1CB8C3,-88,1,c4:ea:1d:1c:b8:c3,WPA2,2019-9-20T16:54:8.0Z,41.071095,16.983042,58.70,182.29,2.54,9
WOW FI - FASTWEB,-88,1,c6:ea:1d:1c:b8:c4,Unknown,2019-9-20T16:54:8.0Z,41.071095,16.983042,58.70,182.29,2.54,9
TIM-62863885,-54,11,d4:60:e3:dd:9c:33,WPA2,2019-9-20T16:54:24.0Z,41.071049,16.982929,58.70,182.29,1.56,9
TIM-49495742,-81,6,78:81:02:23:4d:ab,WPA2,2019-9-20T16:54:24.0Z,41.071049,16.982929,58.70,182.29,1.56,9
TNCAP1CB8C3,-85,1,c4:ea:1d:1c:b8:c3,WPA2,2019-9-20T16:54:24.0Z,41.071049,16.982929,58.70,182.29,1.56,9
WOW FI - FASTWEB,-86,1,c6:ea:1d:1c:b8:c4,Unknown,2019-9-20T16:54:24.0Z,41.071049,16.982929,58.70,182.29,1.56,9
TIM-92099820,-93,6,3c:98:72:5b:c8:8b,WPA2,2019-9-20T16:54:24.0Z,41.071049,16.982929,58.70,182.29,1.56,9
